,Location,median_income,gini_index
1604,"Lincoln County, Montana: Summary level: 050, state:30> county:053",46971,0.4603
1605,"Park County, Montana: Summary level: 050, state:30> county:067",66871,0.4504
1606,"Roosevelt County, Montana: Summary level: 050, state:30> county:085",52344,0.4994
1607,"Blaine County, Montana: Summary level: 050, state:30> county:005",43517,0.4443
1608,"Liberty County, Montana: Summary level: 050, state:30> county:051",63750,0.5649
1609,"Sweet Grass County, Montana: Summary level: 050, state:30> county:097",64643,0.4424
1610,"Richland County, Montana: Summary level: 050, state:30> county:083",78151,0.4341
1611,"Teton County, Montana: Summary level: 050, state:30> county:099",62377,0.4114
1612,"Prairie County, Montana: Summary level: 050, state:30> county:079",62417,0.4192
1613,"Toole County, Montana: Summary level: 050, state:30> county:101",57893,0.4874
1614,"Glacier County, Montana: Summary level: 050, state:30> county:035",43571,0.5399
1615,"Fallon County, Montana: Summary level: 050, state:30> county:025",72625,0.4114
1616,"Daniels County, Montana: Summary level: 050, state:30> county:019",67500,0.4625
1617,"Stillwater County, Montana: Summary level: 050, state:30> county:095",77731,0.3915
1618,"Golden Valley County, Montana: Summary level: 050, state:30> county:037",46250,0.4227
1619,"Judith Basin County, Montana: Summary level: 050, state:30> county:045",58594,0.4534
1620,"Silver Bow County, Montana: Summary level: 050, state:30> county:093",58066,0.4825
1621,"Deer Lodge County, Montana: Summary level: 050, state:30> county:023",56574,0.4601
1622,"Jefferson County, Montana: Summary level: 050, state:30> county:043",78003,0.4194
1623,"Granite County, Montana: Summary level: 050, state:30> county:039",55982,0.4755
1624,"McCone County, Montana: Summary level: 050, state:30> county:055",65625,0.4385
1625,"Wheatland County, Montana: Summary level: 050, state:30> county:107",42841,0.424
1626,"Madison County, Montana: Summary level: 050, state:30> county:057",61178,0.4507
1627,"Rosebud County, Montana: Summary level: 050, state:30> county:087",70617,0.4267
1628,"Sheridan County, Montana: Summary level: 050, state:30> county:091",73021,0.4576
1629,"Carter County, Montana: Summary level: 050, state:30> county:011",61579,0.4907
1630,"Dawson County, Montana: Summary level: 050, state:30> county:021",68401,0.4038
1631,"Big Horn County, Montana: Summary level: 050, state:30> county:003",52075,0.4221
1632,"Broadwater County, Montana: Summary level: 050, state:30> county:007",66698,0.4452
1633,"Lake County, Montana: Summary level: 050, state:30> county:047",54886,0.4808
1634,"Lewis and Clark County, Montana: Summary level: 050, state:30> county:049",75577,0.4061
1635,"Pondera County, Montana: Summary level: 050, state:30> county:073",54975,0.4249
1636,"Yellowstone County, Montana: Summary level: 050, state:30> county:111",72370,0.4606
1637,"Missoula County, Montana: Summary level: 050, state:30> county:063",70883,0.4782
1638,"Ravalli County, Montana: Summary level: 050, state:30> county:081",58633,0.4408
1639,"Valley County, Montana: Summary level: 050, state:30> county:105",65383,0.406
1640,"Cascade County, Montana: Summary level: 050, state:30> county:013",61464,0.472
1641,"Fergus County, Montana: Summary level: 050, state:30> county:027",54395,0.4394
1642,"Garfield County, Montana: Summary level: 050, state:30> county:033",64375,0.4856
1643,"Mineral County, Montana: Summary level: 050, state:30> county:061",54961,0.4534
1644,"Petroleum County, Montana: Summary level: 050, state:30> county:069",61042,0.419
1645,"Powell County, Montana: Summary level: 050, state:30> county:077",55563,0.4343
1646,"Sanders County, Montana: Summary level: 050, state:30> county:089",45221,0.4664
1647,"Wibaux County, Montana: Summary level: 050, state:30> county:109",50357,0.3862
1648,"Gallatin County, Montana: Summary level: 050, state:30> county:031",79430,0.4662
1649,"Meagher County, Montana: Summary level: 050, state:30> county:059",46442,0.3663
1650,"Carbon County, Montana: Summary level: 050, state:30> county:009",73071,0.4189
1651,"Beaverhead County, Montana: Summary level: 050, state:30> county:001",65240,0.4929
1652,"Flathead County, Montana: Summary level: 050, state:30> county:029",63685,0.4527
1653,"Musselshell County, Montana: Summary level: 050, state:30> county:065",52868,0.4418
1654,"Garden County, Nebraska: Summary level: 050, state:31> county:069",67976,0.533
1655,"Hooker County, Nebraska: Summary level: 050, state:31> county:091",57917,0.4339
1656,"Morrill County, Nebraska: Summary level: 050, state:31> county:123",55337,0.4146
1657,"Nemaha County, Nebraska: Summary level: 050, state:31> county:127",69432,0.4348
1658,"Seward County, Nebraska: Summary level: 050, state:31> county:159",79621,0.4074
1659,"Thomas County, Nebraska: Summary level: 050, state:31> county:171",70833,0.4046
1660,"Dakota County, Nebraska: Summary level: 050, state:31> county:043",56976,0.4239
1661,"Webster County, Nebraska: Summary level: 050, state:31> county:181",59550,0.4556
1662,"Antelope County, Nebraska: Summary level: 050, state:31> county:003",59074,0.4739
1663,"Chase County, Nebraska: Summary level: 050, state:31> county:029",62153,0.4638
1664,"Butler County, Nebraska: Summary level: 050, state:31> county:023",65720,0.3882
1665,"Clay County, Nebraska: Summary level: 050, state:31> county:035",64430,0.4015
1666,"Arthur County, Nebraska: Summary level: 050, state:31> county:005",65000,0.4498
1667,"Custer County, Nebraska: Summary level: 050, state:31> county:041",60290,0.5047
1668,"Franklin County, Nebraska: Summary level: 050, state:31> county:061",61006,0.4184
1669,"Gage County, Nebraska: Summary level: 050, state:31> county:067",67089,0.4007
1670,"Hamilton County, Nebraska: Summary level: 050, state:31> county:081",75511,0.388
1671,"Loup County, Nebraska: Summary level: 050, state:31> county:115",66250,0.3768
1672,"Jefferson County, Nebraska: Summary level: 050, state:31> county:095",54890,0.4498
1673,"Kearney County, Nebraska: Summary level: 050, state:31> county:099",71490,0.4488
1674,"Keith County, Nebraska: Summary level: 050, state:31> county:101",57887,0.4428
1675,"Madison County, Nebraska: Summary level: 050, state:31> county:119",63666,0.4368
1676,"Perkins County, Nebraska: Summary level: 050, state:31> county:135",69632,0.4265
1677,"Phelps County, Nebraska: Summary level: 050, state:31> county:137",72275,0.4249
1678,"Saunders County, Nebraska: Summary level: 050, state:31> county:155",77994,0.3894
1679,"Scotts Bluff County, Nebraska: Summary level: 050, state:31> county:157",58727,0.4468
1680,"Wayne County, Nebraska: Summary level: 050, state:31> county:179",71353,0.4353
1681,"Keya Paha County, Nebraska: Summary level: 050, state:31> county:103",53333,0.38
1682,"Kimball County, Nebraska: Summary level: 050, state:31> county:105",53333,0.4127
1683,"Knox County, Nebraska: Summary level: 050, state:31> county:107",61306,0.442
1684,"Lincoln County, Nebraska: Summary level: 050, state:31> county:111",69210,0.4315
1685,"Merrick County, Nebraska: Summary level: 050, state:31> county:121",65601,0.4142
1686,"Pierce County, Nebraska: Summary level: 050, state:31> county:139",69878,0.4096
1687,"Sioux County, Nebraska: Summary level: 050, state:31> county:165",59063,0.4108
1688,"Burt County, Nebraska: Summary level: 050, state:31> county:021",63114,0.4179
1689,"Cass County, Nebraska: Summary level: 050, state:31> county:025",82070,0.402
1690,"Cuming County, Nebraska: Summary level: 050, state:31> county:039",64432,0.4228
1691,"Dixon County, Nebraska: Summary level: 050, state:31> county:051",65853,0.3976
1692,"Dundy County, Nebraska: Summary level: 050, state:31> county:057",56667,0.431
1693,"Grant County, Nebraska: Summary level: 050, state:31> county:075",55769,0.4362
1694,"Greeley County, Nebraska: Summary level: 050, state:31> county:077",59934,0.4069
1695,"Hall County, Nebraska: Summary level: 050, state:31> county:079",62466,0.4338
1696,"Hayes County, Nebraska: Summary level: 050, state:31> county:085",61196,0.4485
1697,"Otoe County, Nebraska: Summary level: 050, state:31> county:131",68981,0.4093
1698,"Red Willow County, Nebraska: Summary level: 050, state:31> county:145",60246,0.4366
1699,"Cedar County, Nebraska: Summary level: 050, state:31> county:027",71211,0.4305
1700,"Dawes County, Nebraska: Summary level: 050, state:31> county:045",63281,0.4287
1701,"Johnson County, Nebraska: Summary level: 050, state:31> county:097",60365,0.4209
1702,"Cheyenne County, Nebraska: Summary level: 050, state:31> county:033",77386,0.4332
1703,"Dawson County, Nebraska: Summary level: 050, state:31> county:047",59433,0.425
1704,"Garfield County, Nebraska: Summary level: 050, state:31> county:071",55333,0.4181
1705,"McPherson County, Nebraska: Summary level: 050, state:31> county:117",74464,0.4149
1706,"Nance County, Nebraska: Summary level: 050, state:31> county:125",61458,0.4511
1707,"Pawnee County, Nebraska: Summary level: 050, state:31> county:133",56435,0.4815
1708,"Stanton County, Nebraska: Summary level: 050, state:31> county:167",69219,0.4306
1709,"Valley County, Nebraska: Summary level: 050, state:31> county:175",65000,0.4334
1710,"Wheeler County, Nebraska: Summary level: 050, state:31> county:183",59688,0.339
1711,"Harlan County, Nebraska: Summary level: 050, state:31> county:083",63026,0.4126
1712,"York County, Nebraska: Summary level: 050, state:31> county:185",70798,0.4095
1713,"Blaine County, Nebraska: Summary level: 050, state:31> county:009",57969,0.3649
1714,"Buffalo County, Nebraska: Summary level: 050, state:31> county:019",73268,0.4425
1715,"Colfax County, Nebraska: Summary level: 050, state:31> county:037",62933,0.3856
1716,"Deuel County, Nebraska: Summary level: 050, state:31> county:049",59583,0.3993
1717,"Hitchcock County, Nebraska: Summary level: 050, state:31> county:087",54803,0.4305
1718,"Logan County, Nebraska: Summary level: 050, state:31> county:113",63000,0.3702
1719,"Platte County, Nebraska: Summary level: 050, state:31> county:141",73453,0.419
1720,"Polk County, Nebraska: Summary level: 050, state:31> county:143",76875,0.4249
1721,"Thayer County, Nebraska: Summary level: 050, state:31> county:169",65457,0.4573
1722,"Box Butte County, Nebraska: Summary level: 050, state:31> county:013",73964,0.4
1723,"Brown County, Nebraska: Summary level: 050, state:31> county:017",52670,0.4843
1724,"Adams County, Nebraska: Summary level: 050, state:31> county:001",68626,0.4557
1725,"Sheridan County, Nebraska: Summary level: 050, state:31> county:161",54881,0.4528
1726,"Lancaster County, Nebraska: Summary level: 050, state:31> county:109",75076,0.4471
1727,"Boone County, Nebraska: Summary level: 050, state:31> county:011",68900,0.4123
1728,"Nuckolls County, Nebraska: Summary level: 050, state:31> county:129",54853,0.3996
1729,"Rock County, Nebraska: Summary level: 050, state:31> county:149",65250,0.4461
1730,"Banner County, Nebraska: Summary level: 050, state:31> county:007",63125,0.4812
1731,"Frontier County, Nebraska: Summary level: 050, state:31> county:063",61641,0.4181
1732,"Sherman County, Nebraska: Summary level: 050, state:31> county:163",65064,0.4228
1733,"Douglas County, Nebraska: Summary level: 050, state:31> county:055",76850,0.4675
1734,"Richardson County, Nebraska: Summary level: 050, state:31> county:147",58832,0.4361
1735,"Howard County, Nebraska: Summary level: 050, state:31> county:093",68500,0.3891
1736,"Holt County, Nebraska: Summary level: 050, state:31> county:089",63971,0.4107
1737,"Furnas County, Nebraska: Summary level: 050, state:31> county:065",61101,0.4094
1738,"Gosper County, Nebraska: Summary level: 050, state:31> county:073",79875,0.3744
1739,"Saline County, Nebraska: Summary level: 050, state:31> county:151",62105,0.3863
1740,"Sarpy County, Nebraska: Summary level: 050, state:31> county:153",88448,0.3774
1741,"Thurston County, Nebraska: Summary level: 050, state:31> county:173",49893,0.4832
1742,"Washington County, Nebraska: Summary level: 050, state:31> county:177",83933,0.4158
1743,"Boyd County, Nebraska: Summary level: 050, state:31> county:015",63750,0.4466
1744,"Cherry County, Nebraska: Summary level: 050, state:31> county:031",61707,0.4048
1745,"Dodge County, Nebraska: Summary level: 050, state:31> county:053",60939,0.43
1746,"Fillmore County, Nebraska: Summary level: 050, state:31> county:059",68393,0.4336
1747,"Cheshire County, New Hampshire: Summary level: 050, state:33> county:005",76112,0.4457
1748,"Merrimack County, New Hampshire: Summary level: 050, state:33> county:013",86170,0.4216
1749,"Grafton County, New Hampshire: Summary level: 050, state:33> county:009",77742,0.4769
1750,"Rockingham County, New Hampshire: Summary level: 050, state:33> county:015",103321,0.4214
1751,"Belknap County, New Hampshire: Summary level: 050, state:33> county:001",77620,0.4281
1752,"Sullivan County, New Hampshire: Summary level: 050, state:33> county:019",72382,0.4215
1753,"Hillsborough County, New Hampshire: Summary level: 050, state:33> county:011",91499,0.4252
1754,"Strafford County, New Hampshire: Summary level: 050, state:33> county:017",83941,0.423
1755,"Coos County, New Hampshire: Summary level: 050, state:33> county:007",58266,0.4294
1756,"Carroll County, New Hampshire: Summary level: 050, state:33> county:003",67703,0.4614
1757,"Churchill County, Nevada: Summary level: 050, state:32> county:001",59589,0.4181
1758,"Douglas County, Nevada: Summary level: 050, state:32> county:005",71047,0.4468
1759,"Lander County, Nevada: Summary level: 050, state:32> county:015",96250,0.3542
1760,"Pershing County, Nevada: Summary level: 050, state:32> county:027",60408,0.4016
1761,"Esmeralda County, Nevada: Summary level: 050, state:32> county:009",47396,0.3672
1762,"Eureka County, Nevada: Summary level: 050, state:32> county:011",109085,0.4305
1763,"Humboldt County, Nevada: Summary level: 050, state:32> county:013",80884,0.3649
1764,"Mineral County, Nevada: Summary level: 050, state:32> county:021",58306,0.4399
1765,"White Pine County, Nevada: Summary level: 050, state:32> county:033",69481,0.4095
1766,"Elko County, Nevada: Summary level: 050, state:32> county:007",86421,0.3885
1767,"Lincoln County, Nevada: Summary level: 050, state:32> county:017",61544,0.4776
1768,"Nye County, Nevada: Summary level: 050, state:32> county:023",53931,0.4123
1769,"Storey County, Nevada: Summary level: 050, state:32> county:029",66870,0.3988
1770,"Washoe County, Nevada: Summary level: 050, state:32> county:031",72533,0.4625
1771,"Clark County, Nevada: Summary level: 050, state:32> county:003",63917,0.4544
1772,"Carson City, Nevada: Summary level: 050, state:32> county:510",65357,0.4509
1773,"Lyon County, Nevada: Summary level: 050, state:32> county:019",60381,0.3935
1774,"Monmouth County, New Jersey: Summary level: 050, state:34> county:025",115075,0.4714
1775,"Mercer County, New Jersey: Summary level: 050, state:34> county:021",98965,0.4966
1776,"Sussex County, New Jersey: Summary level: 050, state:34> county:037",102430,0.4091
1777,"Cumberland County, New Jersey: Summary level: 050, state:34> county:011",59927,0.451
1778,"Somerset County, New Jersey: Summary level: 050, state:34> county:035",129444,0.4588
1779,"Essex County, New Jersey: Summary level: 050, state:34> county:013",74434,0.5492
1780,"Ocean County, New Jersey: Summary level: 050, state:34> county:029",82380,0.4466
1781,"Atlantic County, New Jersey: Summary level: 050, state:34> county:001",70984,0.4631
1782,"Gloucester County, New Jersey: Summary level: 050, state:34> county:015",98313,0.4134
1783,"Middlesex County, New Jersey: Summary level: 050, state:34> county:023",99470,0.4329
1784,"Salem County, New Jersey: Summary level: 050, state:34> county:033",81487,0.4449
1785,"Passaic County, New Jersey: Summary level: 050, state:34> county:031",75932,0.4747
1786,"Cape May County, New Jersey: Summary level: 050, state:34> county:009",78624,0.4684
1787,"Camden County, New Jersey: Summary level: 050, state:34> county:007",82357,0.4664
1788,"Bergen County, New Jersey: Summary level: 050, state:34> county:003",112099,0.4793
1789,"Union County, New Jersey: Summary level: 050, state:34> county:039",86824,0.5001
1790,"Warren County, New Jersey: Summary level: 050, state:34> county:041",92952,0.4212
1791,"Hudson County, New Jersey: Summary level: 050, state:34> county:017",66601,0.5052
1792,"Hunterdon County, New Jersey: Summary level: 050, state:34> county:019",136895,0.4392
1793,"Burlington County, New Jersey: Summary level: 050, state:34> county:005",99356,0.4267
1794,"Morris County, New Jersey: Summary level: 050, state:34> county:027",130058,0.457
1795,"San Juan County, New Mexico: Summary level: 050, state:35> county:045",58326,0.4535
1796,"Quay County, New Mexico: Summary level: 050, state:35> county:037",39087,0.4517
1797,"Lincoln County, New Mexico: Summary level: 050, state:35> county:027",56518,0.4893
1798,"Chaves County, New Mexico: Summary level: 050, state:35> county:005",50673,0.4621
1799,"Lea County, New Mexico: Summary level: 050, state:35> county:025",65120,0.4418
1800,"Santa Fe County, New Mexico: Summary level: 050, state:35> county:049",68940,0.4849
1801,"Union County, New Mexico: Summary level: 050, state:35> county:059",42461,0.4913
1802,"Sierra County, New Mexico: Summary level: 050, state:35> county:051",40833,0.5024
1803,"Socorro County, New Mexico: Summary level: 050, state:35> county:053",44145,0.4675
1804,"Roosevelt County, New Mexico: Summary level: 050, state:35> county:041",44263,0.4791
1805,"Los Alamos County, New Mexico: Summary level: 050, state:35> county:028",133523,0.3803
1806,"Rio Arriba County, New Mexico: Summary level: 050, state:35> county:039",45349,0.5244
1807,"San Miguel County, New Mexico: Summary level: 050, state:35> county:047",40559,0.5044
1808,"Otero County, New Mexico: Summary level: 050, state:35> county:035",52040,0.4454
1809,"Valencia County, New Mexico: Summary level: 050, state:35> county:061",50513,0.4318
1810,"Torrance County, New Mexico: Summary level: 050, state:35> county:057",49514,0.4669
1811,"Bernalillo County, New Mexico: Summary level: 050, state:35> county:001",64060,0.471
1812,"Cibola County, New Mexico: Summary level: 050, state:35> county:006",45667,0.4483
1813,"De Baca County, New Mexico: Summary level: 050, state:35> county:011",58125,0.4473
1814,"Guadalupe County, New Mexico: Summary level: 050, state:35> county:019",40139,0.4583
1815,"Catron County, New Mexico: Summary level: 050, state:35> county:003",50603,0.3776
1816,"Hidalgo County, New Mexico: Summary level: 050, state:35> county:023",47026,0.4423
1817,"Luna County, New Mexico: Summary level: 050, state:35> county:029",36007,0.4805
1818,"McKinley County, New Mexico: Summary level: 050, state:35> county:031",36537,0.518
1819,"Sandoval County, New Mexico: Summary level: 050, state:35> county:043",70381,0.4291
1820,"Taos County, New Mexico: Summary level: 050, state:35> county:055",45990,0.4906
1821,"Grant County, New Mexico: Summary level: 050, state:35> county:017",50621,0.458
1822,"Curry County, New Mexico: Summary level: 050, state:35> county:009",48707,0.4665
1823,"Colfax County, New Mexico: Summary level: 050, state:35> county:007",46817,0.4602
1824,"Eddy County, New Mexico: Summary level: 050, state:35> county:015",66538,0.4238
1825,"Harding County, New Mexico: Summary level: 050, state:35> county:021",48594,0.5929
1826,"Mora County, New Mexico: Summary level: 050, state:35> county:033",33243,0.4695
1827,"Schoharie County, New York: Summary level: 050, state:36> county:095",64716,0.4231
1828,"Bronx County, New York: Summary level: 050, state:36> county:005",41484,0.5033
1829,"Onondaga County, New York: Summary level: 050, state:36> county:067",74968,0.4632
1830,"Fulton County, New York: Summary level: 050, state:36> county:035",59367,0.4267
1831,"Clinton County, New York: Summary level: 050, state:36> county:019",66726,0.4273
1832,"Seneca County, New York: Summary level: 050, state:36> county:099",65674,0.4297
1833,"Rensselaer County, New York: Summary level: 050, state:36> county:083",81817,0.4367
1834,"Putnam County, New York: Summary level: 050, state:36> county:079",115601,0.4229
1835,"Franklin County, New York: Summary level: 050, state:36> county:033",61377,0.4498
1836,"Herkimer County, New York: Summary level: 050, state:36> county:043",61412,0.4149
1837,"Ontario County, New York: Summary level: 050, state:36> county:069",78750,0.4472
1838,"Queens County, New York: Summary level: 050, state:36> county:081",69805,0.4517
1839,"Steuben County, New York: Summary level: 050, state:36> county:101",60563,0.4531
1840,"Hamilton County, New York: Summary level: 050, state:36> county:041",64440,0.4092
1841,"Washington County, New York: Summary level: 050, state:36> county:115",62333,0.4154
1842,"Chautauqua County, New York: Summary level: 050, state:36> county:013",56408,0.4416
1843,"Kings County, New York: Summary level: 050, state:36> county:047",60317,0.5255
1844,"New York County, New York: Summary level: 050, state:36> county:061",99245,0.5976
1845,"Tioga County, New York: Summary level: 050, state:36> county:107",72992,0.4363
1846,"Cayuga County, New York: Summary level: 050, state:36> county:011",66728,0.4267
1847,"Orleans County, New York: Summary level: 050, state:36> county:073",57601,0.4186
1848,"Saratoga County, New York: Summary level: 050, state:36> county:091",94290,0.4183
1849,"Rockland County, New York: Summary level: 050, state:36> county:087",104232,0.4622
1850,"Columbia County, New York: Summary level: 050, state:36> county:021",76540,0.4608
1851,"Lewis County, New York: Summary level: 050, state:36> county:049",61780,0.4191
1852,"Niagara County, New York: Summary level: 050, state:36> county:063",68737,0.4376
1853,"Westchester County, New York: Summary level: 050, state:36> county:119",114923,0.538
1854,"Delaware County, New York: Summary level: 050, state:36> county:025",60571,0.4438
1855,"Essex County, New York: Summary level: 050, state:36> county:031",69386,0.4168
1856,"Montgomery County, New York: Summary level: 050, state:36> county:057",58912,0.4542
1857,"Nassau County, New York: Summary level: 050, state:36> county:059",123898,0.4579
1858,"Richmond County, New York: Summary level: 050, state:36> county:085",91262,0.4586
1859,"St. Lawrence County, New York: Summary level: 050, state:36> county:089",57668,0.443
1860,"Schuyler County, New York: Summary level: 050, state:36> county:097",62778,0.4138
1861,"Tompkins County, New York: Summary level: 050, state:36> county:109",78504,0.4937
1862,"Warren County, New York: Summary level: 050, state:36> county:113",74196,0.4374
1863,"Chenango County, New York: Summary level: 050, state:36> county:017",60177,0.4239
1864,"Cortland County, New York: Summary level: 050, state:36> county:023",68114,0.4334
1865,"Dutchess County, New York: Summary level: 050, state:36> county:027",94533,0.4431
1866,"Jefferson County, New York: Summary level: 050, state:36> county:045",59488,0.4196
1867,"Monroe County, New York: Summary level: 050, state:36> county:055",72653,0.4658
1868,"Oneida County, New York: Summary level: 050, state:36> county:065",65284,0.4559
1869,"Suffolk County, New York: Summary level: 050, state:36> county:103",108519,0.4418
1870,"Ulster County, New York: Summary level: 050, state:36> county:111",77336,0.4553
1871,"Wyoming County, New York: Summary level: 050, state:36> county:121",66597,0.4025
1872,"Chemung County, New York: Summary level: 050, state:36> county:015",67879,0.45
1873,"Livingston County, New York: Summary level: 050, state:36> county:051",70955,0.4139
1874,"Oswego County, New York: Summary level: 050, state:36> county:075",62176,0.4279
1875,"Otsego County, New York: Summary level: 050, state:36> county:077",64150,0.4411
1876,"Greene County, New York: Summary level: 050, state:36> county:039",69497,0.4412
1877,"Wayne County, New York: Summary level: 050, state:36> county:117",64637,0.4104
1878,"Albany County, New York: Summary level: 050, state:36> county:001",90031,0.4623
1879,"Allegany County, New York: Summary level: 050, state:36> county:003",55302,0.4169
1880,"Broome County, New York: Summary level: 050, state:36> county:007",65022,0.46
1881,"Cattaraugus County, New York: Summary level: 050, state:36> county:009",58073,0.4259
1882,"Erie County, New York: Summary level: 050, state:36> county:029",72128,0.4667
1883,"Madison County, New York: Summary level: 050, state:36> county:053",72052,0.4232
1884,"Schenectady County, New York: Summary level: 050, state:36> county:093",80122,0.4377
1885,"Sullivan County, New York: Summary level: 050, state:36> county:105",66652,0.4672
1886,"Genesee County, New York: Summary level: 050, state:36> county:037",69370,0.4085
1887,"Yates County, New York: Summary level: 050, state:36> county:123",66467,0.4532
1888,"Orange County, New York: Summary level: 050, state:36> county:071",90243,0.4375
1889,"Scotland County, North Carolina: Summary level: 050, state:37> county:165",41396,0.4657
1890,"Watauga County, North Carolina: Summary level: 050, state:37> county:189",65322,0.5224
1891,"Halifax County, North Carolina: Summary level: 050, state:37> county:083",42579,0.4927
1892,"Alamance County, North Carolina: Summary level: 050, state:37> county:001",56979,0.4594
1893,"Tyrrell County, North Carolina: Summary level: 050, state:37> county:177",40439,0.45
1894,"Greene County, North Carolina: Summary level: 050, state:37> county:079",50922,0.4498
1895,"Haywood County, North Carolina: Summary level: 050, state:37> county:087",56859,0.4549
1896,"Mitchell County, North Carolina: Summary level: 050, state:37> county:121",53071,0.4133
1897,"Chowan County, North Carolina: Summary level: 050, state:37> county:041",49248,0.4458
1898,"Alleghany County, North Carolina: Summary level: 050, state:37> county:005",45078,0.4182
1899,"Caldwell County, North Carolina: Summary level: 050, state:37> county:027",51132,0.4475
1900,"Catawba County, North Carolina: Summary level: 050, state:37> county:035",60123,0.4598
1901,"Cleveland County, North Carolina: Summary level: 050, state:37> county:045",49448,0.4676
1902,"Craven County, North Carolina: Summary level: 050, state:37> county:049",57991,0.4409
1903,"Edgecombe County, North Carolina: Summary level: 050, state:37> county:065",42405,0.4668
1904,"Granville County, North Carolina: Summary level: 050, state:37> county:077",61537,0.4162
1905,"Harnett County, North Carolina: Summary level: 050, state:37> county:085",59322,0.4256
1906,"Hoke County, North Carolina: Summary level: 050, state:37> county:093",51560,0.4187
1907,"Henderson County, North Carolina: Summary level: 050, state:37> county:089",62338,0.4339
1908,"Hyde County, North Carolina: Summary level: 050, state:37> county:095",44038,0.3893
1909,"Iredell County, North Carolina: Summary level: 050, state:37> county:097",68079,0.4743
1910,"Mecklenburg County, North Carolina: Summary level: 050, state:37> county:119",76298,0.49
1911,"Northampton County, North Carolina: Summary level: 050, state:37> county:131",41132,0.4472
1912,"Pitt County, North Carolina: Summary level: 050, state:37> county:147",60974,0.5015
1913,"Rowan County, North Carolina: Summary level: 050, state:37> county:159",57152,0.4497
1914,"Vance County, North Carolina: Summary level: 050, state:37> county:181",45302,0.5019
1915,"Cherokee County, North Carolina: Summary level: 050, state:37> county:039",48138,0.4209
1916,"Currituck County, North Carolina: Summary level: 050, state:37> county:053",77534,0.3795
1917,"Union County, North Carolina: Summary level: 050, state:37> county:179",81033,0.459
1918,"Wilkes County, North Carolina: Summary level: 050, state:37> county:193",49310,0.4714
1919,"Forsyth County, North Carolina: Summary level: 050, state:37> county:067",62424,0.4973
1920,"Nash County, North Carolina: Summary level: 050, state:37> county:127",58840,0.4693
1921,"Alexander County, North Carolina: Summary level: 050, state:37> county:003",52770,0.4398
1922,"Bladen County, North Carolina: Summary level: 050, state:37> county:017",45809,0.4897
1923,"Dare County, North Carolina: Summary level: 050, state:37> county:055",65366,0.4119
1924,"Carteret County, North Carolina: Summary level: 050, state:37> county:031",64555,0.459
1925,"Warren County, North Carolina: Summary level: 050, state:37> county:185",48125,0.4844
1926,"Wilson County, North Carolina: Summary level: 050, state:37> county:195",52533,0.4557
1927,"Bertie County, North Carolina: Summary level: 050, state:37> county:015",42392,0.4753
1928,"Gates County, North Carolina: Summary level: 050, state:37> county:073",64063,0.4003
1929,"Graham County, North Carolina: Summary level: 050, state:37> county:075",46551,0.4289
1930,"Martin County, North Carolina: Summary level: 050, state:37> county:117",43801,0.4853
1931,"Madison County, North Carolina: Summary level: 050, state:37> county:115",52548,0.4618
1932,"Pamlico County, North Carolina: Summary level: 050, state:37> county:137",56919,0.4326
1933,"Perquimans County, North Carolina: Summary level: 050, state:37> county:143",50223,0.4581
1934,"Polk County, North Carolina: Summary level: 050, state:37> county:149",57113,0.4506
1935,"Randolph County, North Carolina: Summary level: 050, state:37> county:151",53203,0.4236
1936,"Rockingham County, North Carolina: Summary level: 050, state:37> county:157",52090,0.4371
1937,"Stokes County, North Carolina: Summary level: 050, state:37> county:169",54149,0.4185
1938,"Washington County, North Carolina: Summary level: 050, state:37> county:187",47851,0.4911
1939,"Camden County, North Carolina: Summary level: 050, state:37> county:029",73639,0.3739
1940,"Clay County, North Carolina: Summary level: 050, state:37> county:043",47136,0.4816
1941,"Cumberland County, North Carolina: Summary level: 050, state:37> county:051",52903,0.4445
1942,"Gaston County, North Carolina: Summary level: 050, state:37> county:071",57309,0.4619
1943,"Guilford County, North Carolina: Summary level: 050, state:37> county:081",62796,0.4842
1944,"Jackson County, North Carolina: Summary level: 050, state:37> county:099",57134,0.4531
1945,"Moore County, North Carolina: Summary level: 050, state:37> county:125",69991,0.4655
1946,"Pasquotank County, North Carolina: Summary level: 050, state:37> county:139",62381,0.4544
1947,"Robeson County, North Carolina: Summary level: 050, state:37> county:155",40536,0.4876
1948,"Stanly County, North Carolina: Summary level: 050, state:37> county:167",57153,0.4248
1949,"Swain County, North Carolina: Summary level: 050, state:37> county:173",44885,0.4825
1950,"Wake County, North Carolina: Summary level: 050, state:37> county:183",91701,0.4439
1951,"Yancey County, North Carolina: Summary level: 050, state:37> county:199",50285,0.4439
1952,"Anson County, North Carolina: Summary level: 050, state:37> county:007",46261,0.4408
1953,"Chatham County, North Carolina: Summary level: 050, state:37> county:037",76535,0.491
1954,"McDowell County, North Carolina: Summary level: 050, state:37> county:111",46201,0.4271
1955,"Franklin County, North Carolina: Summary level: 050, state:37> county:069",55985,0.4267
1956,"Johnston County, North Carolina: Summary level: 050, state:37> county:101",64055,0.4165
1957,"Jones County, North Carolina: Summary level: 050, state:37> county:103",47197,0.4585
1958,"Macon County, North Carolina: Summary level: 050, state:37> county:113",51105,0.4892
1959,"Person County, North Carolina: Summary level: 050, state:37> county:145",58161,0.4497
