,Location,median_income,gini_index
593,"Power County, Idaho: Summary level: 050, state:16> county:077",55082,0.3976
594,"Washington County, Idaho: Summary level: 050, state:16> county:087",47887,0.4421
595,"Hancock County, Illinois: Summary level: 050, state:17> county:067",61420,0.3998
596,"Madison County, Illinois: Summary level: 050, state:17> county:119",72185,0.4452
597,"Grundy County, Illinois: Summary level: 050, state:17> county:063",83688,0.4039
598,"Kankakee County, Illinois: Summary level: 050, state:17> county:091",67715,0.4264
599,"Mercer County, Illinois: Summary level: 050, state:17> county:131",67460,0.3947
600,"DuPage County, Illinois: Summary level: 050, state:17> county:043",103731,0.4549
601,"Sangamon County, Illinois: Summary level: 050, state:17> county:167",77226,0.4611
602,"Alexander County, Illinois: Summary level: 050, state:17> county:003",37583,0.475
603,"Menard County, Illinois: Summary level: 050, state:17> county:129",75917,0.4238
604,"Randolph County, Illinois: Summary level: 050, state:17> county:157",65116,0.4333
605,"Morgan County, Illinois: Summary level: 050, state:17> county:137",61560,0.4371
606,"Cook County, Illinois: Summary level: 050, state:17> county:031",73012,0.5063
607,"Ogle County, Illinois: Summary level: 050, state:17> county:141",70686,0.4184
608,"Macon County, Illinois: Summary level: 050, state:17> county:115",64598,0.471
609,"Stephenson County, Illinois: Summary level: 050, state:17> county:177",58446,0.4396
610,"Wayne County, Illinois: Summary level: 050, state:17> county:191",57027,0.4261
611,"White County, Illinois: Summary level: 050, state:17> county:193",58597,0.4499
612,"Woodford County, Illinois: Summary level: 050, state:17> county:203",80125,0.4267
613,"Franklin County, Illinois: Summary level: 050, state:17> county:055",51081,0.4496
614,"Henderson County, Illinois: Summary level: 050, state:17> county:071",55098,0.4325
615,"McDonough County, Illinois: Summary level: 050, state:17> county:109",67481,0.4661
616,"McHenry County, Illinois: Summary level: 050, state:17> county:111",94995,0.4028
617,"McLean County, Illinois: Summary level: 050, state:17> county:113",87758,0.4588
618,"Moultrie County, Illinois: Summary level: 050, state:17> county:139",63125,0.3902
619,"Perry County, Illinois: Summary level: 050, state:17> county:145",64191,0.4704
620,"Pike County, Illinois: Summary level: 050, state:17> county:149",53109,0.4333
621,"Pope County, Illinois: Summary level: 050, state:17> county:151",57281,0.4016
622,"Rock Island County, Illinois: Summary level: 050, state:17> county:161",64696,0.4382
623,"St. Clair County, Illinois: Summary level: 050, state:17> county:163",66898,0.4812
624,"Shelby County, Illinois: Summary level: 050, state:17> county:173",59570,0.3968
625,"Wabash County, Illinois: Summary level: 050, state:17> county:185",65000,0.4187
626,"Champaign County, Illinois: Summary level: 050, state:17> county:019",74796,0.5093
627,"Calhoun County, Illinois: Summary level: 050, state:17> county:013",67167,0.4062
628,"Cumberland County, Illinois: Summary level: 050, state:17> county:035",63482,0.4007
629,"Ford County, Illinois: Summary level: 050, state:17> county:053",62554,0.4138
630,"Jo Daviess County, Illinois: Summary level: 050, state:17> county:085",71758,0.4441
631,"Kane County, Illinois: Summary level: 050, state:17> county:089",87818,0.442
632,"Kendall County, Illinois: Summary level: 050, state:17> county:093",97105,0.358
633,"Lawrence County, Illinois: Summary level: 050, state:17> county:101",55739,0.4011
634,"Brown County, Illinois: Summary level: 050, state:17> county:009",73050,0.4305
635,"Marion County, Illinois: Summary level: 050, state:17> county:121",56510,0.4269
636,"Marshall County, Illinois: Summary level: 050, state:17> county:123",67796,0.4138
637,"Mason County, Illinois: Summary level: 050, state:17> county:125",56437,0.4191
638,"Iroquois County, Illinois: Summary level: 050, state:17> county:075",61113,0.4356
639,"Christian County, Illinois: Summary level: 050, state:17> county:021",60527,0.4218
640,"Clay County, Illinois: Summary level: 050, state:17> county:025",60720,0.4249
641,"Gallatin County, Illinois: Summary level: 050, state:17> county:059",52171,0.4362
642,"Jackson County, Illinois: Summary level: 050, state:17> county:077",56800,0.5384
643,"Monroe County, Illinois: Summary level: 050, state:17> county:133",92221,0.4193
644,"Peoria County, Illinois: Summary level: 050, state:17> county:143",68641,0.4678
645,"Union County, Illinois: Summary level: 050, state:17> county:181",55195,0.4544
646,"Winnebago County, Illinois: Summary level: 050, state:17> county:201",61580,0.4504
647,"Piatt County, Illinois: Summary level: 050, state:17> county:147",80538,0.4043
648,"Pulaski County, Illinois: Summary level: 050, state:17> county:153",51250,0.4584
649,"Schuyler County, Illinois: Summary level: 050, state:17> county:169",59821,0.3982
650,"Stark County, Illinois: Summary level: 050, state:17> county:175",64607,0.4614
651,"Edgar County, Illinois: Summary level: 050, state:17> county:045",59354,0.4282
652,"Bond County, Illinois: Summary level: 050, state:17> county:005",67692,0.4079
653,"Boone County, Illinois: Summary level: 050, state:17> county:007",71254,0.4374
654,"Bureau County, Illinois: Summary level: 050, state:17> county:011",67261,0.4149
655,"Carroll County, Illinois: Summary level: 050, state:17> county:015",63856,0.423
656,"Coles County, Illinois: Summary level: 050, state:17> county:029",59135,0.5086
657,"Crawford County, Illinois: Summary level: 050, state:17> county:033",62126,0.4443
658,"Jersey County, Illinois: Summary level: 050, state:17> county:083",73659,0.4036
659,"Putnam County, Illinois: Summary level: 050, state:17> county:155",79211,0.4169
660,"De Witt County, Illinois: Summary level: 050, state:17> county:039",68337,0.4034
661,"Fayette County, Illinois: Summary level: 050, state:17> county:051",53690,0.4355
662,"Lee County, Illinois: Summary level: 050, state:17> county:103",71531,0.4343
663,"Logan County, Illinois: Summary level: 050, state:17> county:107",70655,0.3988
664,"Macoupin County, Illinois: Summary level: 050, state:17> county:117",64918,0.4174
665,"Richland County, Illinois: Summary level: 050, state:17> county:159",58465,0.4429
666,"Saline County, Illinois: Summary level: 050, state:17> county:165",51921,0.4697
667,"Washington County, Illinois: Summary level: 050, state:17> county:189",69979,0.4224
668,"Montgomery County, Illinois: Summary level: 050, state:17> county:135",59787,0.4398
669,"Whiteside County, Illinois: Summary level: 050, state:17> county:195",64143,0.4309
670,"Adams County, Illinois: Summary level: 050, state:17> county:001",62213,0.447
671,"Clinton County, Illinois: Summary level: 050, state:17> county:027",77950,0.4151
672,"DeKalb County, Illinois: Summary level: 050, state:17> county:037",73927,0.4338
673,"Edwards County, Illinois: Summary level: 050, state:17> county:047",63724,0.4127
674,"Jasper County, Illinois: Summary level: 050, state:17> county:079",67616,0.4067
675,"Jefferson County, Illinois: Summary level: 050, state:17> county:081",58818,0.4601
676,"Vermilion County, Illinois: Summary level: 050, state:17> county:183",55995,0.4384
677,"Will County, Illinois: Summary level: 050, state:17> county:197",93727,0.4113
678,"Williamson County, Illinois: Summary level: 050, state:17> county:199",63494,0.4398
679,"Clark County, Illinois: Summary level: 050, state:17> county:023",59983,0.4321
680,"Douglas County, Illinois: Summary level: 050, state:17> county:041",64017,0.432
681,"Effingham County, Illinois: Summary level: 050, state:17> county:049",70807,0.4396
682,"Fulton County, Illinois: Summary level: 050, state:17> county:057",60450,0.4248
683,"Greene County, Illinois: Summary level: 050, state:17> county:061",53871,0.4334
684,"Hamilton County, Illinois: Summary level: 050, state:17> county:065",59176,0.4382
685,"Hardin County, Illinois: Summary level: 050, state:17> county:069",55625,0.4357
686,"Henry County, Illinois: Summary level: 050, state:17> county:073",70702,0.4249
687,"Johnson County, Illinois: Summary level: 050, state:17> county:087",57694,0.432
688,"Knox County, Illinois: Summary level: 050, state:17> county:095",57708,0.4438
689,"Lake County, Illinois: Summary level: 050, state:17> county:097",100965,0.4857
690,"Livingston County, Illinois: Summary level: 050, state:17> county:105",69880,0.4354
691,"Massac County, Illinois: Summary level: 050, state:17> county:127",56601,0.4352
692,"Scott County, Illinois: Summary level: 050, state:17> county:171",64688,0.4495
693,"Tazewell County, Illinois: Summary level: 050, state:17> county:179",75385,0.4219
694,"Cass County, Illinois: Summary level: 050, state:17> county:017",60327,0.4186
695,"Warren County, Illinois: Summary level: 050, state:17> county:187",59663,0.4223
696,"Monroe County, Indiana: Summary level: 050, state:18> county:105",69459,0.5107
697,"Fountain County, Indiana: Summary level: 050, state:18> county:045",56096,0.4404
698,"Elkhart County, Indiana: Summary level: 050, state:18> county:039",60881,0.4164
699,"Starke County, Indiana: Summary level: 050, state:18> county:149",54711,0.4183
700,"Crawford County, Indiana: Summary level: 050, state:18> county:025",49840,0.3975
701,"Cass County, Indiana: Summary level: 050, state:18> county:017",56983,0.4285
702,"Greene County, Indiana: Summary level: 050, state:18> county:055",60953,0.4139
703,"Marion County, Indiana: Summary level: 050, state:18> county:097",56733,0.4845
704,"Wayne County, Indiana: Summary level: 050, state:18> county:177",55359,0.4753
705,"Grant County, Indiana: Summary level: 050, state:18> county:053",51463,0.4079
706,"LaSalle County, Illinois: Summary level: 050, state:17> county:099",67172,0.4293
707,"Clay County, Indiana: Summary level: 050, state:18> county:021",59942,0.3939
708,"Hendricks County, Indiana: Summary level: 050, state:18> county:063",86237,0.3802
709,"Dubois County, Indiana: Summary level: 050, state:18> county:037",73370,0.4207
710,"Franklin County, Indiana: Summary level: 050, state:18> county:047",65409,0.4027
711,"Hancock County, Indiana: Summary level: 050, state:18> county:059",81522,0.3781
712,"Jackson County, Indiana: Summary level: 050, state:18> county:071",60522,0.4003
713,"Howard County, Indiana: Summary level: 050, state:18> county:067",61835,0.4411
714,"Ohio County, Indiana: Summary level: 050, state:18> county:115",73452,0.3391
715,"Owen County, Indiana: Summary level: 050, state:18> county:119",60572,0.4006
716,"Parke County, Indiana: Summary level: 050, state:18> county:121",53511,0.4309
717,"Randolph County, Indiana: Summary level: 050, state:18> county:135",55919,0.4196
718,"Whitley County, Indiana: Summary level: 050, state:18> county:183",67560,0.3916
719,"Benton County, Indiana: Summary level: 050, state:18> county:007",59304,0.3811
720,"Brown County, Indiana: Summary level: 050, state:18> county:013",71795,0.4381
721,"Clinton County, Indiana: Summary level: 050, state:18> county:023",62947,0.3945
722,"Putnam County, Indiana: Summary level: 050, state:18> county:133",66004,0.3937
723,"Union County, Indiana: Summary level: 050, state:18> county:161",57755,0.3747
724,"Washington County, Indiana: Summary level: 050, state:18> county:175",56899,0.4269
725,"Daviess County, Indiana: Summary level: 050, state:18> county:027",59947,0.4232
726,"Dearborn County, Indiana: Summary level: 050, state:18> county:029",74097,0.4242
727,"Henry County, Indiana: Summary level: 050, state:18> county:065",57050,0.4365
728,"Knox County, Indiana: Summary level: 050, state:18> county:083",56472,0.4257
729,"Lawrence County, Indiana: Summary level: 050, state:18> county:093",59119,0.4082
730,"Madison County, Indiana: Summary level: 050, state:18> county:095",56814,0.4343
731,"Perry County, Indiana: Summary level: 050, state:18> county:123",60855,0.4018
732,"Pike County, Indiana: Summary level: 050, state:18> county:125",61918,0.382
733,"Pulaski County, Indiana: Summary level: 050, state:18> county:131",55942,0.4086
734,"Posey County, Indiana: Summary level: 050, state:18> county:129",72642,0.421
735,"Steuben County, Indiana: Summary level: 050, state:18> county:151",62524,0.396
736,"Warren County, Indiana: Summary level: 050, state:18> county:171",65441,0.3764
737,"Vermillion County, Indiana: Summary level: 050, state:18> county:165",55649,0.404
738,"Wells County, Indiana: Summary level: 050, state:18> county:179",67590,0.3892
739,"Floyd County, Indiana: Summary level: 050, state:18> county:043",75238,0.4465
740,"Allen County, Indiana: Summary level: 050, state:18> county:003",63679,0.449
741,"Decatur County, Indiana: Summary level: 050, state:18> county:031",60637,0.3962
742,"Delaware County, Indiana: Summary level: 050, state:18> county:035",56460,0.473
743,"Miami County, Indiana: Summary level: 050, state:18> county:103",57790,0.4251
744,"Jefferson County, Indiana: Summary level: 050, state:18> county:077",60368,0.4177
745,"Jennings County, Indiana: Summary level: 050, state:18> county:079",57721,0.3887
746,"Johnson County, Indiana: Summary level: 050, state:18> county:081",77719,0.4157
747,"Morgan County, Indiana: Summary level: 050, state:18> county:109",68016,0.391
748,"Gibson County, Indiana: Summary level: 050, state:18> county:051",64333,0.4294
749,"Newton County, Indiana: Summary level: 050, state:18> county:111",57958,0.3818
750,"Orange County, Indiana: Summary level: 050, state:18> county:117",53750,0.4344
751,"St. Joseph County, Indiana: Summary level: 050, state:18> county:141",62331,0.4689
752,"Kosciusko County, Indiana: Summary level: 050, state:18> county:085",64973,0.4202
753,"Marshall County, Indiana: Summary level: 050, state:18> county:099",62066,0.4176
754,"Switzerland County, Indiana: Summary level: 050, state:18> county:155",50596,0.4307
755,"Vanderburgh County, Indiana: Summary level: 050, state:18> county:163",61785,0.4752
756,"Blackford County, Indiana: Summary level: 050, state:18> county:009",51837,0.4173
757,"Carroll County, Indiana: Summary level: 050, state:18> county:015",63440,0.3857
758,"Scott County, Indiana: Summary level: 050, state:18> county:143",57996,0.4204
759,"Harrison County, Indiana: Summary level: 050, state:18> county:061",64589,0.4048
760,"Huntington County, Indiana: Summary level: 050, state:18> county:069",61019,0.3851
761,"LaPorte County, Indiana: Summary level: 050, state:18> county:091",61533,0.4376
762,"Wabash County, Indiana: Summary level: 050, state:18> county:169",58589,0.4038
763,"White County, Indiana: Summary level: 050, state:18> county:181",62303,0.3976
764,"Jasper County, Indiana: Summary level: 050, state:18> county:073",65000,0.3719
765,"Jay County, Indiana: Summary level: 050, state:18> county:075",55376,0.3915
766,"Martin County, Indiana: Summary level: 050, state:18> county:101",59443,0.4165
767,"Porter County, Indiana: Summary level: 050, state:18> county:127",80262,0.4291
768,"Shelby County, Indiana: Summary level: 050, state:18> county:145",69243,0.3949
769,"Ripley County, Indiana: Summary level: 050, state:18> county:137",62670,0.3905
770,"Spencer County, Indiana: Summary level: 050, state:18> county:147",69184,0.4297
771,"Sullivan County, Indiana: Summary level: 050, state:18> county:153",57337,0.4608
772,"Tipton County, Indiana: Summary level: 050, state:18> county:159",66747,0.3915
773,"Tippecanoe County, Indiana: Summary level: 050, state:18> county:157",68709,0.4716
774,"Vigo County, Indiana: Summary level: 050, state:18> county:167",54425,0.4634
775,"Warrick County, Indiana: Summary level: 050, state:18> county:173",80874,0.4281
776,"Hamilton County, Indiana: Summary level: 050, state:18> county:057",108099,0.436
777,"DeKalb County, Indiana: Summary level: 050, state:18> county:033",62675,0.4183
778,"LaGrange County, Indiana: Summary level: 050, state:18> county:087",63750,0.4022
779,"Bartholomew County, Indiana: Summary level: 050, state:18> county:005",70196,0.4324
780,"Rush County, Indiana: Summary level: 050, state:18> county:139",58912,0.4345
781,"Boone County, Indiana: Summary level: 050, state:18> county:011",92207,0.4845
782,"Fulton County, Indiana: Summary level: 050, state:18> county:049",58464,0.4122
783,"Lake County, Indiana: Summary level: 050, state:18> county:089",63912,0.447
784,"Montgomery County, Indiana: Summary level: 050, state:18> county:107",63983,0.3891
785,"Noble County, Indiana: Summary level: 050, state:18> county:113",63427,0.4133
786,"Adams County, Indiana: Summary level: 050, state:18> county:001",61064,0.43
787,"Clark County, Indiana: Summary level: 050, state:18> county:019",66106,0.4138
788,"Fayette County, Indiana: Summary level: 050, state:18> county:041",50540,0.4407
789,"Delaware County, Iowa: Summary level: 050, state:19> county:055",72423,0.4282
790,"Jefferson County, Iowa: Summary level: 050, state:19> county:101",62355,0.4924
791,"Wayne County, Iowa: Summary level: 050, state:19> county:185",54784,0.4227
792,"Allamakee County, Iowa: Summary level: 050, state:19> county:005",64406,0.4464
793,"Linn County, Iowa: Summary level: 050, state:19> county:113",81032,0.4248
794,"Scott County, Iowa: Summary level: 050, state:19> county:163",74928,0.4497
795,"Dallas County, Iowa: Summary level: 050, state:19> county:049",104897,0.4332
796,"O'Brien County, Iowa: Summary level: 050, state:19> county:141",71882,0.4508
797,"Benton County, Iowa: Summary level: 050, state:19> county:011",80129,0.4394
798,"Butler County, Iowa: Summary level: 050, state:19> county:023",67471,0.4161
799,"Dubuque County, Iowa: Summary level: 050, state:19> county:061",74270,0.4366
800,"Fremont County, Iowa: Summary level: 050, state:19> county:071",66045,0.4309
801,"Hamilton County, Iowa: Summary level: 050, state:19> county:079",69148,0.4039
802,"Pocahontas County, Iowa: Summary level: 050, state:19> county:151",63065,0.4273
803,"Taylor County, Iowa: Summary level: 050, state:19> county:173",58772,0.4453
804,"Union County, Iowa: Summary level: 050, state:19> county:175",62875,0.4062
805,"Van Buren County, Iowa: Summary level: 050, state:19> county:177",60828,0.4248
806,"Worth County, Iowa: Summary level: 050, state:19> county:195",64104,0.4068
807,"Ringgold County, Iowa: Summary level: 050, state:19> county:159",58550,0.4606
808,"Adams County, Iowa: Summary level: 050, state:19> county:003",61888,0.4157
809,"Adair County, Iowa: Summary level: 050, state:19> county:001",62741,0.4354
810,"Audubon County, Iowa: Summary level: 050, state:19> county:009",61838,0.464
811,"Chickasaw County, Iowa: Summary level: 050, state:19> county:037",68913,0.4193
812,"Clarke County, Iowa: Summary level: 050, state:19> county:039",62193,0.4076
813,"Davis County, Iowa: Summary level: 050, state:19> county:051",66881,0.425
814,"Dickinson County, Iowa: Summary level: 050, state:19> county:059",78574,0.4328
815,"Ida County, Iowa: Summary level: 050, state:19> county:093",68929,0.4446
816,"Johnson County, Iowa: Summary level: 050, state:19> county:103",89700,0.4857
817,"Keokuk County, Iowa: Summary level: 050, state:19> county:107",65188,0.4245
818,"Monroe County, Iowa: Summary level: 050, state:19> county:135",63030,0.3887
819,"Tama County, Iowa: Summary level: 050, state:19> county:171",67415,0.3994
820,"Wapello County, Iowa: Summary level: 050, state:19> county:179",55232,0.4391
821,"Sioux County, Iowa: Summary level: 050, state:19> county:167",75911,0.3821
822,"Franklin County, Iowa: Summary level: 050, state:19> county:069",57659,0.4237
823,"Calhoun County, Iowa: Summary level: 050, state:19> county:025",59308,0.4609
824,"Carroll County, Iowa: Summary level: 050, state:19> county:027",73897,0.4416
825,"Cedar County, Iowa: Summary level: 050, state:19> county:031",77682,0.373
826,"Cerro Gordo County, Iowa: Summary level: 050, state:19> county:033",67514,0.4632
827,"Floyd County, Iowa: Summary level: 050, state:19> county:067",63194,0.4509
828,"Greene County, Iowa: Summary level: 050, state:19> county:073",66938,0.4124
829,"Hardin County, Iowa: Summary level: 050, state:19> county:083",70079,0.4125
830,"Louisa County, Iowa: Summary level: 050, state:19> county:115",67642,0.4231
831,"Lucas County, Iowa: Summary level: 050, state:19> county:117",63214,0.4273
832,"Lyon County, Iowa: Summary level: 050, state:19> county:119",69909,0.3838
833,"Winnebago County, Iowa: Summary level: 050, state:19> county:189",63167,0.4098
834,"Palo Alto County, Iowa: Summary level: 050, state:19> county:147",67027,0.4046
835,"Shelby County, Iowa: Summary level: 050, state:19> county:165",68300,0.4331
836,"Appanoose County, Iowa: Summary level: 050, state:19> county:007",53891,0.4947
837,"Henry County, Iowa: Summary level: 050, state:19> county:087",63037,0.4214
838,"Iowa County, Iowa: Summary level: 050, state:19> county:095",71921,0.4084
839,"Jasper County, Iowa: Summary level: 050, state:19> county:099",68563,0.4027
840,"Page County, Iowa: Summary level: 050, state:19> county:145",61089,0.4329
841,"Winneshiek County, Iowa: Summary level: 050, state:19> county:191",76023,0.402
842,"Poweshiek County, Iowa: Summary level: 050, state:19> county:157",68750,0.4266
843,"Pottawattamie County, Iowa: Summary level: 050, state:19> county:155",70607,0.4261
844,"Marshall County, Iowa: Summary level: 050, state:19> county:127",63271,0.3982
845,"Clayton County, Iowa: Summary level: 050, state:19> county:043",65481,0.4155
846,"Boone County, Iowa: Summary level: 050, state:19> county:015",73125,0.4107
847,"Bremer County, Iowa: Summary level: 050, state:19> county:017",82474,0.4232
848,"Buena Vista County, Iowa: Summary level: 050, state:19> county:021",64644,0.4385
849,"Howard County, Iowa: Summary level: 050, state:19> county:089",62359,0.4196
850,"Emmet County, Iowa: Summary level: 050, state:19> county:063",67379,0.477
851,"Guthrie County, Iowa: Summary level: 050, state:19> county:077",70238,0.4439
852,"Hancock County, Iowa: Summary level: 050, state:19> county:081",67286,0.406
853,"Humboldt County, Iowa: Summary level: 050, state:19> county:091",63962,0.449
854,"Madison County, Iowa: Summary level: 050, state:19> county:121",69708,0.4372
855,"Marion County, Iowa: Summary level: 050, state:19> county:125",71988,0.396
856,"Washington County, Iowa: Summary level: 050, state:19> county:183",73600,0.3923
857,"Wright County, Iowa: Summary level: 050, state:19> county:197",60271,0.4421
858,"Cass County, Iowa: Summary level: 050, state:19> county:029",58034,0.4211
859,"Cherokee County, Iowa: Summary level: 050, state:19> county:035",68921,0.4397
860,"Crawford County, Iowa: Summary level: 050, state:19> county:047",59421,0.484
861,"Des Moines County, Iowa: Summary level: 050, state:19> county:057",60973,0.4447
862,"Fayette County, Iowa: Summary level: 050, state:19> county:065",60128,0.438
863,"Harrison County, Iowa: Summary level: 050, state:19> county:085",69367,0.4074
864,"Kossuth County, Iowa: Summary level: 050, state:19> county:109",69276,0.4214
865,"Mills County, Iowa: Summary level: 050, state:19> county:129",85083,0.4011
866,"Monona County, Iowa: Summary level: 050, state:19> county:133",60208,0.4627
867,"Muscatine County, Iowa: Summary level: 050, state:19> county:139",68822,0.4256
868,"Osceola County, Iowa: Summary level: 050, state:19> county:143",64701,0.3974
869,"Polk County, Iowa: Summary level: 050, state:19> county:153",78175,0.4496
870,"Webster County, Iowa: Summary level: 050, state:19> county:187",59002,0.4571
871,"Story County, Iowa: Summary level: 050, state:19> county:169",84479,0.4677
872,"Woodbury County, Iowa: Summary level: 050, state:19> county:193",62716,0.4374
873,"Black Hawk County, Iowa: Summary level: 050, state:19> county:013",67246,0.4547
874,"Grundy County, Iowa: Summary level: 050, state:19> county:075",77023,0.4401
875,"Jackson County, Iowa: Summary level: 050, state:19> county:097",62415,0.4149
876,"Jones County, Iowa: Summary level: 050, state:19> county:105",71745,0.4352
877,"Lee County, Iowa: Summary level: 050, state:19> county:111",60598,0.4048
878,"Mitchell County, Iowa: Summary level: 050, state:19> county:131",66541,0.4038
879,"Montgomery County, Iowa: Summary level: 050, state:19> county:137",55847,0.427
880,"Warren County, Iowa: Summary level: 050, state:19> county:181",84355,0.395
881,"Sac County, Iowa: Summary level: 050, state:19> county:161",66850,0.4092
882,"Mahaska County, Iowa: Summary level: 050, state:19> county:123",61283,0.4602
883,"Plymouth County, Iowa: Summary level: 050, state:19> county:149",74514,0.4048
884,"Buchanan County, Iowa: Summary level: 050, state:19> county:019",74542,0.459
885,"Clay County, Iowa: Summary level: 050, state:19> county:041",64503,0.4373
886,"Clinton County, Iowa: Summary level: 050, state:19> county:045",67494,0.435
887,"Decatur County, Iowa: Summary level: 050, state:19> county:053",50402,0.4364
888,"Smith County, Kansas: Summary level: 050, state:20> county:183",57054,0.4722
889,"Grant County, Kansas: Summary level: 050, state:20> county:067",68162,0.4185
890,"Jackson County, Kansas: Summary level: 050, state:20> county:085",63259,0.3948
891,"Kingman County, Kansas: Summary level: 050, state:20> county:095",70000,0.4198
892,"Logan County, Kansas: Summary level: 050, state:20> county:109",66480,0.4528
893,"Cherokee County, Kansas: Summary level: 050, state:20> county:021",53042,0.4075
894,"Nemaha County, Kansas: Summary level: 050, state:20> county:131",72823,0.4263
895,"Pottawatomie County, Kansas: Summary level: 050, state:20> county:149",75710,0.3932
896,"Wyandotte County, Kansas: Summary level: 050, state:20> county:209",50203,0.4284
897,"Butler County, Kansas: Summary level: 050, state:20> county:015",76223,0.4174
898,"Clay County, Kansas: Summary level: 050, state:20> county:027",63824,0.4591
899,"Lincoln County, Kansas: Summary level: 050, state:20> county:105",63304,0.4138
900,"Saline County, Kansas: Summary level: 050, state:20> county:169",66120,0.4498
901,"Sumner County, Kansas: Summary level: 050, state:20> county:191",67703,0.4282
902,"Trego County, Kansas: Summary level: 050, state:20> county:195",69491,0.3653
903,"Wabaunsee County, Kansas: Summary level: 050, state:20> county:197",69794,0.3461
904,"Wilson County, Kansas: Summary level: 050, state:20> county:205",55820,0.4431
905,"Woodson County, Kansas: Summary level: 050, state:20> county:207",52731,0.4292
906,"Mitchell County, Kansas: Summary level: 050, state:20> county:123",62934,0.434
907,"Ness County, Kansas: Summary level: 050, state:20> county:135",58917,0.4652
908,"Osborne County, Kansas: Summary level: 050, state:20> county:141",57813,0.4629
909,"Atchison County, Kansas: Summary level: 050, state:20> county:005",58275,0.4919
910,"Bourbon County, Kansas: Summary level: 050, state:20> county:011",51136,0.4414
911,"Finney County, Kansas: Summary level: 050, state:20> county:055",58386,0.4086
912,"Hamilton County, Kansas: Summary level: 050, state:20> county:075",55288,0.3769
913,"Kiowa County, Kansas: Summary level: 050, state:20> county:097",62679,0.4117
914,"Leavenworth County, Kansas: Summary level: 050, state:20> county:103",81137,0.405
915,"Shawnee County, Kansas: Summary level: 050, state:20> county:177",69539,0.4327
916,"Sherman County, Kansas: Summary level: 050, state:20> county:181",55952,0.3834
917,"Stanton County, Kansas: Summary level: 050, state:20> county:187",51518,0.4123
918,"Thomas County, Kansas: Summary level: 050, state:20> county:193",66529,0.4564
919,"Meade County, Kansas: Summary level: 050, state:20> county:119",62375,0.3867
920,"Montgomery County, Kansas: Summary level: 050, state:20> county:125",53390,0.4322
921,"Morris County, Kansas: Summary level: 050, state:20> county:127",63150,0.416
922,"Pratt County, Kansas: Summary level: 050, state:20> county:151",66354,0.433
923,"Rawlins County, Kansas: Summary level: 050, state:20> county:153",63292,0.3957
924,"Rooks County, Kansas: Summary level: 050, state:20> county:163",59769,0.4237
925,"Anderson County, Kansas: Summary level: 050, state:20> county:003",57500,0.4133
926,"Clark County, Kansas: Summary level: 050, state:20> county:025",59837,0.3946
927,"Ellsworth County, Kansas: Summary level: 050, state:20> county:053",63693,0.4112
928,"Geary County, Kansas: Summary level: 050, state:20> county:061",50503,0.383
929,"Harper County, Kansas: Summary level: 050, state:20> county:077",58040,0.4398
930,"Ford County, Kansas: Summary level: 050, state:20> county:057",56709,0.4294
931,"Russell County, Kansas: Summary level: 050, state:20> county:167",60556,0.3868
932,"Lyon County, Kansas: Summary level: 050, state:20> county:111",57247,0.4618
933,"Marshall County, Kansas: Summary level: 050, state:20> county:117",62699,0.4318
934,"Pawnee County, Kansas: Summary level: 050, state:20> county:145",56563,0.4045
935,"Allen County, Kansas: Summary level: 050, state:20> county:001",57983,0.4249
936,"Cheyenne County, Kansas: Summary level: 050, state:20> county:023",60000,0.4174
937,"Comanche County, Kansas: Summary level: 050, state:20> county:033",62143,0.4141
938,"Cowley County, Kansas: Summary level: 050, state:20> county:035",56644,0.4282
939,"Elk County, Kansas: Summary level: 050, state:20> county:049",52243,0.3794
940,"Gove County, Kansas: Summary level: 050, state:20> county:063",59833,0.4353
941,"Franklin County, Kansas: Summary level: 050, state:20> county:059",65974,0.4082
942,"Harvey County, Kansas: Summary level: 050, state:20> county:079",68002,0.4027
943,"Hodgeman County, Kansas: Summary level: 050, state:20> county:083",68500,0.3856
944,"Jewell County, Kansas: Summary level: 050, state:20> county:089",53060,0.4297
945,"Kearny County, Kansas: Summary level: 050, state:20> county:093",65313,0.4453
946,"Rice County, Kansas: Summary level: 050, state:20> county:159",61737,0.3993
947,"Stafford County, Kansas: Summary level: 050, state:20> county:185",60917,0.4187
948,"McPherson County, Kansas: Summary level: 050, state:20> county:113",68684,0.4042
949,"Osage County, Kansas: Summary level: 050, state:20> county:139",65612,0.428
950,"Greeley County, Kansas: Summary level: 050, state:20> county:071",56458,0.3994
951,"Coffey County, Kansas: Summary level: 050, state:20> county:031",72409,0.4171
952,"Crawford County, Kansas: Summary level: 050, state:20> county:037",57545,0.4647
953,"Ellis County, Kansas: Summary level: 050, state:20> county:051",73107,0.495
954,"Greenwood County, Kansas: Summary level: 050, state:20> county:073",52451,0.4425
955,"Labette County, Kansas: Summary level: 050, state:20> county:099",55629,0.4111
956,"Linn County, Kansas: Summary level: 050, state:20> county:107",58116,0.4512
957,"Sedgwick County, Kansas: Summary level: 050, state:20> county:173",67029,0.4542
958,"Seward County, Kansas: Summary level: 050, state:20> county:175",49830,0.4224
959,"Republic County, Kansas: Summary level: 050, state:20> county:157",61159,0.4274
960,"Graham County, Kansas: Summary level: 050, state:20> county:065",58177,0.4311
961,"Johnson County, Kansas: Summary level: 050, state:20> county:091",101844,0.4503
