Location,median_income
"Hyde County, South Dakota: Summary level: 050, state:46> county:069",76053
"Clark County, South Dakota: Summary level: 050, state:46> county:025",64621
"Faulk County, South Dakota: Summary level: 050, state:46> county:049",78309
"Hutchinson County, South Dakota: Summary level: 050, state:46> county:067",65273
"Kingsbury County, South Dakota: Summary level: 050, state:46> county:077",68512
"Walworth County, South Dakota: Summary level: 050, state:46> county:129",66071
"Buffalo County, South Dakota: Summary level: 050, state:46> county:017",34063
"Clay County, South Dakota: Summary level: 050, state:46> county:027",73070
"Day County, South Dakota: Summary level: 050, state:46> county:037",58634
"Dewey County, South Dakota: Summary level: 050, state:46> county:041",49583
"Douglas County, South Dakota: Summary level: 050, state:46> county:043",66154
"Harding County, South Dakota: Summary level: 050, state:46> county:063",70750
"Hughes County, South Dakota: Summary level: 050, state:46> county:065",90236
"McPherson County, South Dakota: Summary level: 050, state:46> county:089",61667
"Roberts County, South Dakota: Summary level: 050, state:46> county:109",60114
"Sanborn County, South Dakota: Summary level: 050, state:46> county:111",67621
"Sully County, South Dakota: Summary level: 050, state:46> county:119",73929
"Lincoln County, South Dakota: Summary level: 050, state:46> county:083",91872
"Hand County, South Dakota: Summary level: 050, state:46> county:059",72596
"Lake County, South Dakota: Summary level: 050, state:46> county:079",76034
"Lawrence County, South Dakota: Summary level: 050, state:46> county:081",70541
"Yankton County, South Dakota: Summary level: 050, state:46> county:135",64625
"Codington County, South Dakota: Summary level: 050, state:46> county:029",71270
"Beadle County, South Dakota: Summary level: 050, state:46> county:005",63207
"Butte County, South Dakota: Summary level: 050, state:46> county:019",55582
"Corson County, South Dakota: Summary level: 050, state:46> county:031",35580
"Davison County, South Dakota: Summary level: 050, state:46> county:035",64781
"Edmunds County, South Dakota: Summary level: 050, state:46> county:045",76286
"Campbell County, South Dakota: Summary level: 050, state:46> county:021",76071
"Jerauld County, South Dakota: Summary level: 050, state:46> county:073",62206
"Bennett County, South Dakota: Summary level: 050, state:46> county:007",47319
"Haakon County, South Dakota: Summary level: 050, state:46> county:055",44276
"Stanley County, South Dakota: Summary level: 050, state:46> county:117",71655
"Jones County, South Dakota: Summary level: 050, state:46> county:075",46250
"Meade County, South Dakota: Summary level: 050, state:46> county:093",64536
"Potter County, South Dakota: Summary level: 050, state:46> county:107",61346
"Turner County, South Dakota: Summary level: 050, state:46> county:125",70323
"Brown County, South Dakota: Summary level: 050, state:46> county:013",73439
"Charles Mix County, South Dakota: Summary level: 050, state:46> county:023",58347
"Hanson County, South Dakota: Summary level: 050, state:46> county:061",75250
"McCook County, South Dakota: Summary level: 050, state:46> county:087",72500
"Marshall County, South Dakota: Summary level: 050, state:46> county:091",70096
"Mellette County, South Dakota: Summary level: 050, state:46> county:095",34722
"Moody County, South Dakota: Summary level: 050, state:46> county:101",68188
"Perkins County, South Dakota: Summary level: 050, state:46> county:105",65824
"Pennington County, South Dakota: Summary level: 050, state:46> county:103",66250
"Todd County, South Dakota: Summary level: 050, state:46> county:121",25597
"Union County, South Dakota: Summary level: 050, state:46> county:127",87842
"Miner County, South Dakota: Summary level: 050, state:46> county:097",62330
"Lyman County, South Dakota: Summary level: 050, state:46> county:085",52457
"Ziebach County, South Dakota: Summary level: 050, state:46> county:137",33365
"Deuel County, South Dakota: Summary level: 050, state:46> county:039",70357
"Spink County, South Dakota: Summary level: 050, state:46> county:115",64858
"Bon Homme County, South Dakota: Summary level: 050, state:46> county:009",67065
"Brule County, South Dakota: Summary level: 050, state:46> county:015",59068
"Brookings County, South Dakota: Summary level: 050, state:46> county:011",79695
"Fall River County, South Dakota: Summary level: 050, state:46> county:047",65813
"Gregory County, South Dakota: Summary level: 050, state:46> county:053",58125
"Hamlin County, South Dakota: Summary level: 050, state:46> county:057",67398
"Carroll County, Tennessee: Summary level: 050, state:47> county:017",52139
"Chester County, Tennessee: Summary level: 050, state:47> county:023",51852
"Decatur County, Tennessee: Summary level: 050, state:47> county:039",44816
"Davidson County, Tennessee: Summary level: 050, state:47> county:037",65272
"Jackson County, Tennessee: Summary level: 050, state:47> county:087",44076
"McNairy County, Tennessee: Summary level: 050, state:47> county:109",45370
"Perry County, Tennessee: Summary level: 050, state:47> county:135",40966
"Roane County, Tennessee: Summary level: 050, state:47> county:145",59624
"Bradley County, Tennessee: Summary level: 050, state:47> county:011",56944
"Meigs County, Tennessee: Summary level: 050, state:47> county:121",46504
"Hamblen County, Tennessee: Summary level: 050, state:47> county:063",51429
"Haywood County, Tennessee: Summary level: 050, state:47> county:075",46910
"Houston County, Tennessee: Summary level: 050, state:47> county:083",49534
"Maury County, Tennessee: Summary level: 050, state:47> county:119",61930
"Union County, Tennessee: Summary level: 050, state:47> county:173",45842
"Hardin County, Tennessee: Summary level: 050, state:47> county:071",50787
"Montgomery County, Tennessee: Summary level: 050, state:47> county:125",62028
"Dickson County, Tennessee: Summary level: 050, state:47> county:043",58958
"Morgan County, Tennessee: Summary level: 050, state:47> county:129",48952
"Grundy County, Tennessee: Summary level: 050, state:47> county:061",39801
"Monroe County, Tennessee: Summary level: 050, state:47> county:123",45471
"Henry County, Tennessee: Summary level: 050, state:47> county:079",49053
"Cocke County, Tennessee: Summary level: 050, state:47> county:029",41445
"Crockett County, Tennessee: Summary level: 050, state:47> county:033",50599
"DeKalb County, Tennessee: Summary level: 050, state:47> county:041",48641
"Lake County, Tennessee: Summary level: 050, state:47> county:095",47269
"Knox County, Tennessee: Summary level: 050, state:47> county:093",70003
"Lewis County, Tennessee: Summary level: 050, state:47> county:101",46375
"McMinn County, Tennessee: Summary level: 050, state:47> county:107",51445
"Marshall County, Tennessee: Summary level: 050, state:47> county:117",55140
"Obion County, Tennessee: Summary level: 050, state:47> county:131",48378
"Rhea County, Tennessee: Summary level: 050, state:47> county:143",51657
"Scott County, Tennessee: Summary level: 050, state:47> county:151",39990
"Tipton County, Tennessee: Summary level: 050, state:47> county:167",63867
"Anderson County, Tennessee: Summary level: 050, state:47> county:001",59094
"Dyer County, Tennessee: Summary level: 050, state:47> county:045",54334
"Fentress County, Tennessee: Summary level: 050, state:47> county:049",39552
"Gibson County, Tennessee: Summary level: 050, state:47> county:053",51959
"Hamilton County, Tennessee: Summary level: 050, state:47> county:065",68031
"Hardeman County, Tennessee: Summary level: 050, state:47> county:069",45084
"Loudon County, Tennessee: Summary level: 050, state:47> county:105",62697
"Polk County, Tennessee: Summary level: 050, state:47> county:139",49237
"Rutherford County, Tennessee: Summary level: 050, state:47> county:149",73719
"Smith County, Tennessee: Summary level: 050, state:47> county:159",52938
"White County, Tennessee: Summary level: 050, state:47> county:185",45242
"Wilson County, Tennessee: Summary level: 050, state:47> county:189",76913
"Sullivan County, Tennessee: Summary level: 050, state:47> county:163",55021
"Unicoi County, Tennessee: Summary level: 050, state:47> county:171",45194
"Warren County, Tennessee: Summary level: 050, state:47> county:177",48491
"Washington County, Tennessee: Summary level: 050, state:47> county:179",56726
"Weakley County, Tennessee: Summary level: 050, state:47> county:183",49260
"Benton County, Tennessee: Summary level: 050, state:47> county:005",48109
"Bledsoe County, Tennessee: Summary level: 050, state:47> county:007",49375
"Campbell County, Tennessee: Summary level: 050, state:47> county:013",44074
"Cannon County, Tennessee: Summary level: 050, state:47> county:015",57462
"Coffee County, Tennessee: Summary level: 050, state:47> county:031",57262
"Fayette County, Tennessee: Summary level: 050, state:47> county:047",68159
"Hancock County, Tennessee: Summary level: 050, state:47> county:067",40889
"Hawkins County, Tennessee: Summary level: 050, state:47> county:073",48913
"Johnson County, Tennessee: Summary level: 050, state:47> county:091",38694
"Lincoln County, Tennessee: Summary level: 050, state:47> county:103",50679
"Macon County, Tennessee: Summary level: 050, state:47> county:111",42037
"Moore County, Tennessee: Summary level: 050, state:47> county:127",61854
"Robertson County, Tennessee: Summary level: 050, state:47> county:147",64489
"Franklin County, Tennessee: Summary level: 050, state:47> county:051",54141
"Blount County, Tennessee: Summary level: 050, state:47> county:009",63557
"Cheatham County, Tennessee: Summary level: 050, state:47> county:021",68399
"Carter County, Tennessee: Summary level: 050, state:47> county:019",43898
"Grainger County, Tennessee: Summary level: 050, state:47> county:057",49613
"Giles County, Tennessee: Summary level: 050, state:47> county:055",53957
"Lauderdale County, Tennessee: Summary level: 050, state:47> county:097",43468
"Lawrence County, Tennessee: Summary level: 050, state:47> county:099",49060
"Madison County, Tennessee: Summary level: 050, state:47> county:113",56038
"Marion County, Tennessee: Summary level: 050, state:47> county:115",55515
"Overton County, Tennessee: Summary level: 050, state:47> county:133",45324
"Pickett County, Tennessee: Summary level: 050, state:47> county:137",45141
"Sumner County, Tennessee: Summary level: 050, state:47> county:165",72529
"Wayne County, Tennessee: Summary level: 050, state:47> county:181",42974
"Trousdale County, Tennessee: Summary level: 050, state:47> county:169",53703
"Williamson County, Tennessee: Summary level: 050, state:47> county:187",115835
"Bedford County, Tennessee: Summary level: 050, state:47> county:003",51980
"Clay County, Tennessee: Summary level: 050, state:47> county:027",41056
"Greene County, Tennessee: Summary level: 050, state:47> county:059",48062
"Cumberland County, Tennessee: Summary level: 050, state:47> county:035",49230
"Shelby County, Tennessee: Summary level: 050, state:47> county:157",61252
"Van Buren County, Tennessee: Summary level: 050, state:47> county:175",51014
"Claiborne County, Tennessee: Summary level: 050, state:47> county:025",45217
"Henderson County, Tennessee: Summary level: 050, state:47> county:077",52689
"Hickman County, Tennessee: Summary level: 050, state:47> county:081",47238
"Humphreys County, Tennessee: Summary level: 050, state:47> county:085",51352
"Jefferson County, Tennessee: Summary level: 050, state:47> county:089",54591
"Putnam County, Tennessee: Summary level: 050, state:47> county:141",51927
"Sequatchie County, Tennessee: Summary level: 050, state:47> county:153",57397
"Sevier County, Tennessee: Summary level: 050, state:47> county:155",53774
"Stewart County, Tennessee: Summary level: 050, state:47> county:161",55833
"Hardin County, Texas: Summary level: 050, state:48> county:199",71848
"Haskell County, Texas: Summary level: 050, state:48> county:207",52004
"Howard County, Texas: Summary level: 050, state:48> county:227",60440
"Leon County, Texas: Summary level: 050, state:48> county:289",56667
"Mills County, Texas: Summary level: 050, state:48> county:333",58811
"Montague County, Texas: Summary level: 050, state:48> county:337",52159
"Newton County, Texas: Summary level: 050, state:48> county:351",51371
"Panola County, Texas: Summary level: 050, state:48> county:365",57568
"Reeves County, Texas: Summary level: 050, state:48> county:389",59606
"Sabine County, Texas: Summary level: 050, state:48> county:403",41513
"Sherman County, Texas: Summary level: 050, state:48> county:421",62434
"Swisher County, Texas: Summary level: 050, state:48> county:437",46750
"Hunt County, Texas: Summary level: 050, state:48> county:231",62590
"Camp County, Texas: Summary level: 050, state:48> county:063",51463
"Hansford County, Texas: Summary level: 050, state:48> county:195",41053
"Guadalupe County, Texas: Summary level: 050, state:48> county:187",75855
"Clay County, Texas: Summary level: 050, state:48> county:077",61964
"Hartley County, Texas: Summary level: 050, state:48> county:205",68464
"Hill County, Texas: Summary level: 050, state:48> county:217",57527
"Limestone County, Texas: Summary level: 050, state:48> county:293",50967
"Nacogdoches County, Texas: Summary level: 050, state:48> county:347",55094
"Parmer County, Texas: Summary level: 050, state:48> county:369",54051
"Parker County, Texas: Summary level: 050, state:48> county:367",82185
"Presidio County, Texas: Summary level: 050, state:48> county:377",34719
"Val Verde County, Texas: Summary level: 050, state:48> county:465",51421
"Culberson County, Texas: Summary level: 050, state:48> county:109",40337
"Ector County, Texas: Summary level: 050, state:48> county:135",67578
"Garza County, Texas: Summary level: 050, state:48> county:169",56637
"Glasscock County, Texas: Summary level: 050, state:48> county:173",64545
"Grimes County, Texas: Summary level: 050, state:48> county:185",57291
"Travis County, Texas: Summary level: 050, state:48> county:453",87167
"Collin County, Texas: Summary level: 050, state:48> county:085",105954
"Angelina County, Texas: Summary level: 050, state:48> county:005",53511
"Collingsworth County, Texas: Summary level: 050, state:48> county:087",52927
"Cottle County, Texas: Summary level: 050, state:48> county:101",44500
"Hays County, Texas: Summary level: 050, state:48> county:209",80194
"Lamb County, Texas: Summary level: 050, state:48> county:279",52561
"Lipscomb County, Texas: Summary level: 050, state:48> county:295",72500
"Loving County, Texas: Summary level: 050, state:48> county:301",93125
"Matagorda County, Texas: Summary level: 050, state:48> county:321",55196
"Pecos County, Texas: Summary level: 050, state:48> county:371",69861
"Robertson County, Texas: Summary level: 050, state:48> county:395",58966
"Rockwall County, Texas: Summary level: 050, state:48> county:397",103778
"Rusk County, Texas: Summary level: 050, state:48> county:401",56273
"Taylor County, Texas: Summary level: 050, state:48> county:441",60013
"Throckmorton County, Texas: Summary level: 050, state:48> county:447",58214
"Trinity County, Texas: Summary level: 050, state:48> county:455",42838
"Walker County, Texas: Summary level: 050, state:48> county:471",60442
"Wood County, Texas: Summary level: 050, state:48> county:499",55631
"Bandera County, Texas: Summary level: 050, state:48> county:019",67904
"Aransas County, Texas: Summary level: 050, state:48> county:007",57957
"Childress County, Texas: Summary level: 050, state:48> county:075",59583
"Cochran County, Texas: Summary level: 050, state:48> county:079",52222
"Coke County, Texas: Summary level: 050, state:48> county:081",58750
"Comal County, Texas: Summary level: 050, state:48> county:091",85829
"Coryell County, Texas: Summary level: 050, state:48> county:099",57731
"Hemphill County, Texas: Summary level: 050, state:48> county:211",72500
"Houston County, Texas: Summary level: 050, state:48> county:225",44092
"Moore County, Texas: Summary level: 050, state:48> county:341",58283
"Navarro County, Texas: Summary level: 050, state:48> county:349",52377
"Potter County, Texas: Summary level: 050, state:48> county:375",50274
"San Augustine County, Texas: Summary level: 050, state:48> county:405",48694
"Scurry County, Texas: Summary level: 050, state:48> county:415",68688
"Shackelford County, Texas: Summary level: 050, state:48> county:417",56953
"Starr County, Texas: Summary level: 050, state:48> county:427",30558
"Stonewall County, Texas: Summary level: 050, state:48> county:433",79643
"Upton County, Texas: Summary level: 050, state:48> county:461",67533
"Bastrop County, Texas: Summary level: 050, state:48> county:021",69530
"Brown County, Texas: Summary level: 050, state:48> county:049",54513
"Hall County, Texas: Summary level: 050, state:48> county:191",37647
"Bee County, Texas: Summary level: 050, state:48> county:025",48242
"Franklin County, Texas: Summary level: 050, state:48> county:159",60750
"Frio County, Texas: Summary level: 050, state:48> county:163",45124
"Crane County, Texas: Summary level: 050, state:48> county:103",75242
"Lampasas County, Texas: Summary level: 050, state:48> county:281",66662
"McCulloch County, Texas: Summary level: 050, state:48> county:307",53564
"Mason County, Texas: Summary level: 050, state:48> county:319",59398
"Dickens County, Texas: Summary level: 050, state:48> county:125",55341
"Lee County, Texas: Summary level: 050, state:48> county:287",66073
"Tarrant County, Texas: Summary level: 050, state:48> county:439",74189
"Anderson County, Texas: Summary level: 050, state:48> county:001",52611
"Ellis County, Texas: Summary level: 050, state:48> county:139",77682
"Jackson County, Texas: Summary level: 050, state:48> county:239",70902
"Kerr County, Texas: Summary level: 050, state:48> county:265",59631
"Milam County, Texas: Summary level: 050, state:48> county:331",54688
"Comanche County, Texas: Summary level: 050, state:48> county:093",49167
"Falls County, Texas: Summary level: 050, state:48> county:145",50601
"Brooks County, Texas: Summary level: 050, state:48> county:047",28029
"Austin County, Texas: Summary level: 050, state:48> county:015",77360
"Kenedy County, Texas: Summary level: 050, state:48> county:261",36111
"Nueces County, Texas: Summary level: 050, state:48> county:355",62922
"Colorado County, Texas: Summary level: 050, state:48> county:089",65082
"San Patricio County, Texas: Summary level: 050, state:48> county:409",59901
"Rains County, Texas: Summary level: 050, state:48> county:379",60202
"Randall County, Texas: Summary level: 050, state:48> county:381",81653
"Real County, Texas: Summary level: 050, state:48> county:385",50052
"San Saba County, Texas: Summary level: 050, state:48> county:411",51992
"Schleicher County, Texas: Summary level: 050, state:48> county:413",72143
"Sterling County, Texas: Summary level: 050, state:48> county:431",68348
"Zavala County, Texas: Summary level: 050, state:48> county:507",32000
"Calhoun County, Texas: Summary level: 050, state:48> county:057",68459
"Carson County, Texas: Summary level: 050, state:48> county:065",79333
"Foard County, Texas: Summary level: 050, state:48> county:155",53958
"Freestone County, Texas: Summary level: 050, state:48> county:161",55243
"Goliad County, Texas: Summary level: 050, state:48> county:175",68319
"Hamilton County, Texas: Summary level: 050, state:48> county:193",60586
"Hardeman County, Texas: Summary level: 050, state:48> county:197",52500
"Mitchell County, Texas: Summary level: 050, state:48> county:335",66688
"Titus County, Texas: Summary level: 050, state:48> county:449",50943
"Briscoe County, Texas: Summary level: 050, state:48> county:045",52188
"Lavaca County, Texas: Summary level: 050, state:48> county:285",62220
"Liberty County, Texas: Summary level: 050, state:48> county:291",57639
"Terry County, Texas: Summary level: 050, state:48> county:445",47252
"Wise County, Texas: Summary level: 050, state:48> county:497",66886
"Erath County, Texas: Summary level: 050, state:48> county:143",61555
"Brazoria County, Texas: Summary level: 050, state:48> county:039",88389
"Motley County, Texas: Summary level: 050, state:48> county:345",58167
"Donley County, Texas: Summary level: 050, state:48> county:129",55673
"Atascosa County, Texas: Summary level: 050, state:48> county:013",59229
"Coleman County, Texas: Summary level: 050, state:48> county:083",46288
"Nolan County, Texas: Summary level: 050, state:48> county:353",56859
"Hudspeth County, Texas: Summary level: 050, state:48> county:229",27888
"Medina County, Texas: Summary level: 050, state:48> county:325",69840
"Ward County, Texas: Summary level: 050, state:48> county:475",76033
"Henderson County, Texas: Summary level: 050, state:48> county:213",54818
"Harrison County, Texas: Summary level: 050, state:48> county:203",59034
"Menard County, Texas: Summary level: 050, state:48> county:327",51953
"Lamar County, Texas: Summary level: 050, state:48> county:277",53337
"Fayette County, Texas: Summary level: 050, state:48> county:149",68222
"Williamson County, Texas: Summary level: 050, state:48> county:491",93076
"Kimble County, Texas: Summary level: 050, state:48> county:267",48523
"Martin County, Texas: Summary level: 050, state:48> county:317",82844
"Doña Ana County, New Mexico: Summary level: 050, state:35> county:013",46567
"Oglala Lakota County, South Dakota: Summary level: 050, state:46> county:102",27847
"Polk County, Texas: Summary level: 050, state:48> county:373",54286
"Refugio County, Texas: Summary level: 050, state:48> county:391",59659
"Van Zandt County, Texas: Summary level: 050, state:48> county:467",59047
"Caldwell County, Texas: Summary level: 050, state:48> county:055",59779
"Wilbarger County, Texas: Summary level: 050, state:48> county:487",53070
"Reagan County, Texas: Summary level: 050, state:48> county:383",75066
"Yoakum County, Texas: Summary level: 050, state:48> county:501",69366
"Hale County, Texas: Summary level: 050, state:48> county:189",52269
"Shelby County, Texas: Summary level: 050, state:48> county:419",47094
"Red River County, Texas: Summary level: 050, state:48> county:387",44601
"Runnels County, Texas: Summary level: 050, state:48> county:399",50677
"San Jacinto County, Texas: Summary level: 050, state:48> county:407",56148
"Sutton County, Texas: Summary level: 050, state:48> county:435",61855
"Tom Green County, Texas: Summary level: 050, state:48> county:451",63484
"Upshur County, Texas: Summary level: 050, state:48> county:459",62906
"Victoria County, Texas: Summary level: 050, state:48> county:469",64966
"Waller County, Texas: Summary level: 050, state:48> county:473",68997
"Wharton County, Texas: Summary level: 050, state:48> county:481",57463
"Wichita County, Texas: Summary level: 050, state:48> county:485",58299
"Wilson County, Texas: Summary level: 050, state:48> county:493",82157
"Borden County, Texas: Summary level: 050, state:48> county:033",82250
"Hockley County, Texas: Summary level: 050, state:48> county:219",58972
"Marion County, Texas: Summary level: 050, state:48> county:315",50383
"Maverick County, Texas: Summary level: 050, state:48> county:323",42487
"Midland County, Texas: Summary level: 050, state:48> county:329",89196
"Grayson County, Texas: Summary level: 050, state:48> county:181",65917
"Live Oak County, Texas: Summary level: 050, state:48> county:297",60750
"Llano County, Texas: Summary level: 050, state:48> county:299",62686
"Palo Pinto County, Texas: Summary level: 050, state:48> county:363",54080
"Fannin County, Texas: Summary level: 050, state:48> county:147",59472
"Karnes County, Texas: Summary level: 050, state:48> county:255",64250
"DeWitt County, Texas: Summary level: 050, state:48> county:123",65600
"Brazos County, Texas: Summary level: 050, state:48> county:041",64743
"Callahan County, Texas: Summary level: 050, state:48> county:059",57462
"Cass County, Texas: Summary level: 050, state:48> county:067",51312
"Gaines County, Texas: Summary level: 050, state:48> county:165",63021
"Gregg County, Texas: Summary level: 050, state:48> county:183",57003
"Gray County, Texas: Summary level: 050, state:48> county:179",60186
"Madison County, Texas: Summary level: 050, state:48> county:313",56420
"Lubbock County, Texas: Summary level: 050, state:48> county:303",62147
"Jack County, Texas: Summary level: 050, state:48> county:237",68059
"Kaufman County, Texas: Summary level: 050, state:48> county:257",73609
"Kendall County, Texas: Summary level: 050, state:48> county:259",94897
"Bosque County, Texas: Summary level: 050, state:48> county:035",56282
"Floyd County, Texas: Summary level: 050, state:48> county:153",52866
"Bexar County, Texas: Summary level: 050, state:48> county:029",63323
"Bailey County, Texas: Summary level: 050, state:48> county:017",48281
"Chambers County, Texas: Summary level: 050, state:48> county:071",90360
"Baylor County, Texas: Summary level: 050, state:48> county:023",50607
"Bell County, Texas: Summary level: 050, state:48> county:027",60751
"Cameron County, Texas: Summary level: 050, state:48> county:061",40627
"Denton County, Texas: Summary level: 050, state:48> county:121",98798
"Orange County, Texas: Summary level: 050, state:48> county:361",64150
"Hutchinson County, Texas: Summary level: 050, state:48> county:233",61890
"Washington County, Texas: Summary level: 050, state:48> county:477",66861
"Morris County, Texas: Summary level: 050, state:48> county:343",51788
"Stephens County, Texas: Summary level: 050, state:48> county:429",54808
"Winkler County, Texas: Summary level: 050, state:48> county:495",62097
"Harris County, Texas: Summary level: 050, state:48> county:201",66136
"Andrews County, Texas: Summary level: 050, state:48> county:003",79260
"Burnet County, Texas: Summary level: 050, state:48> county:053",66631
"Gillespie County, Texas: Summary level: 050, state:48> county:171",69355
"Gonzales County, Texas: Summary level: 050, state:48> county:177",58404
"Dallas County, Texas: Summary level: 050, state:48> county:113",60410
"Lynn County, Texas: Summary level: 050, state:48> county:305",53808
"McMullen County, Texas: Summary level: 050, state:48> county:311",75729
"Young County, Texas: Summary level: 050, state:48> county:503",58048
"Zapata County, Texas: Summary level: 050, state:48> county:505",39771
"Johnson County, Texas: Summary level: 050, state:48> county:251",68646
"Hood County, Texas: Summary level: 050, state:48> county:221",72261
"Hopkins County, Texas: Summary level: 050, state:48> county:223",57257
"McLennan County, Texas: Summary level: 050, state:48> county:309",59078
"Ochiltree County, Texas: Summary level: 050, state:48> county:357",58555
"King County, Texas: Summary level: 050, state:48> county:269",75000
"Knox County, Texas: Summary level: 050, state:48> county:275",57885
"Cherokee County, Texas: Summary level: 050, state:48> county:073",52658
"Concho County, Texas: Summary level: 050, state:48> county:095",60152
"Delta County, Texas: Summary level: 050, state:48> county:119",52862
"Edwards County, Texas: Summary level: 050, state:48> county:137",62885
"Eastland County, Texas: Summary level: 050, state:48> county:133",44022
"Jones County, Texas: Summary level: 050, state:48> county:253",60563
"Jeff Davis County, Texas: Summary level: 050, state:48> county:243",59960
"Jim Hogg County, Texas: Summary level: 050, state:48> county:247",42167
"Jim Wells County, Texas: Summary level: 050, state:48> county:249",52205
"Montgomery County, Texas: Summary level: 050, state:48> county:339",87145
"Dallam County, Texas: Summary level: 050, state:48> county:111",53207
"Dimmit County, Texas: Summary level: 050, state:48> county:127",37685
"Webb County, Texas: Summary level: 050, state:48> county:479",43513
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",104240
"Armstrong County, Texas: Summary level: 050, state:48> county:011",86389
"Castro County, Texas: Summary level: 050, state:48> county:069",49707
"Irion County, Texas: Summary level: 050, state:48> county:235",83810
"Kleberg County, Texas: Summary level: 050, state:48> county:273",54284
"Willacy County, Texas: Summary level: 050, state:48> county:489",31361
"Cooke County, Texas: Summary level: 050, state:48> county:097",69918
"Crosby County, Texas: Summary level: 050, state:48> county:107",45625
"Dawson County, Texas: Summary level: 050, state:48> county:115",52310
"Fisher County, Texas: Summary level: 050, state:48> county:151",62125
"Duval County, Texas: Summary level: 050, state:48> county:131",40625
"Burleson County, Texas: Summary level: 050, state:48> county:051",63589
"Blanco County, Texas: Summary level: 050, state:48> county:031",64830
"Jasper County, Texas: Summary level: 050, state:48> county:241",58059
"Jefferson County, Texas: Summary level: 050, state:48> county:245",57730
"Kinney County, Texas: Summary level: 050, state:48> county:271",58696
"Oldham County, Texas: Summary level: 050, state:48> county:359",75347
"Deaf Smith County, Texas: Summary level: 050, state:48> county:117",59665
"Galveston County, Texas: Summary level: 050, state:48> county:167",81498
"El Paso County, Texas: Summary level: 050, state:48> county:141",48308
"La Salle County, Texas: Summary level: 050, state:48> county:283",49342
"Roberts County, Texas: Summary level: 050, state:48> county:393",86250
"Terrell County, Texas: Summary level: 050, state:48> county:443",41500
"Tyler County, Texas: Summary level: 050, state:48> county:457",60079
"Uvalde County, Texas: Summary level: 050, state:48> county:463",52799
"Wheeler County, Texas: Summary level: 050, state:48> county:483",57339
"Bowie County, Texas: Summary level: 050, state:48> county:037",57711
"Archer County, Texas: Summary level: 050, state:48> county:009",77962
"Brewster County, Texas: Summary level: 050, state:48> county:043",53553
"Kent County, Texas: Summary level: 050, state:48> county:263",75625
"Hidalgo County, Texas: Summary level: 050, state:48> county:215",40925
"Smith County, Texas: Summary level: 050, state:48> county:423",62850
"Somervell County, Texas: Summary level: 050, state:48> county:425",59070
"Crockett County, Texas: Summary level: 050, state:48> county:105",66218
"Millard County, Utah: Summary level: 050, state:49> county:027",64715
"Tooele County, Utah: Summary level: 050, state:49> county:045",72524
"Washington County, Utah: Summary level: 050, state:49> county:053",62732
"Kane County, Utah: Summary level: 050, state:49> county:025",69425
"Summit County, Utah: Summary level: 050, state:49> county:043",107293
"Grand County, Utah: Summary level: 050, state:49> county:019",58945
"Piute County, Utah: Summary level: 050, state:49> county:031",51458
"Rich County, Utah: Summary level: 050, state:49> county:033",63370
"Wasatch County, Utah: Summary level: 050, state:49> county:051",83289
"Beaver County, Utah: Summary level: 050, state:49> county:001",63107
"Box Elder County, Utah: Summary level: 050, state:49> county:003",65125
"Iron County, Utah: Summary level: 050, state:49> county:021",56260
"Sanpete County, Utah: Summary level: 050, state:49> county:039",58548
"Sevier County, Utah: Summary level: 050, state:49> county:041",59196
"Utah County, Utah: Summary level: 050, state:49> county:049",73543
"Weber County, Utah: Summary level: 050, state:49> county:057",71359
"Duchesne County, Utah: Summary level: 050, state:49> county:013",69389
"San Juan County, Utah: Summary level: 050, state:49> county:037",50721
"Salt Lake County, Utah: Summary level: 050, state:49> county:035",78828
"Uintah County, Utah: Summary level: 050, state:49> county:047",73914
"Daggett County, Utah: Summary level: 050, state:49> county:009",93583
"Davis County, Utah: Summary level: 050, state:49> county:011",83850
"Wayne County, Utah: Summary level: 050, state:49> county:055",59000
"Carbon County, Utah: Summary level: 050, state:49> county:007",60024
"Emery County, Utah: Summary level: 050, state:49> county:015",65094
"Morgan County, Utah: Summary level: 050, state:49> county:029",91542
"Cache County, Utah: Summary level: 050, state:49> county:005",62971
"Garfield County, Utah: Summary level: 050, state:49> county:017",63389
"Juab County, Utah: Summary level: 050, state:49> county:023",59940
"Rutland County, Vermont: Summary level: 050, state:50> county:021",67291
"Orleans County, Vermont: Summary level: 050, state:50> county:019",56299
"Grand Isle County, Vermont: Summary level: 050, state:50> county:013",77222
"Orange County, Vermont: Summary level: 050, state:50> county:017",70070
"Chittenden County, Vermont: Summary level: 050, state:50> county:007",91080
"Lamoille County, Vermont: Summary level: 050, state:50> county:015",67639
"Windsor County, Vermont: Summary level: 050, state:50> county:027",74662
"Franklin County, Vermont: Summary level: 050, state:50> county:011",76898
"Caledonia County, Vermont: Summary level: 050, state:50> county:005",62734
"Windham County, Vermont: Summary level: 050, state:50> county:025",66759
"Bennington County, Vermont: Summary level: 050, state:50> county:003",65812
"Addison County, Vermont: Summary level: 050, state:50> county:001",75970
"Essex County, Vermont: Summary level: 050, state:50> county:009",48500
"Washington County, Vermont: Summary level: 050, state:50> county:023",75610
"Charles City County, Virginia: Summary level: 050, state:51> county:036",69325
"Culpeper County, Virginia: Summary level: 050, state:51> county:047",80258
"Dinwiddie County, Virginia: Summary level: 050, state:51> county:053",62293
